Product Name,Product ID,Price,Color,Brand,SKU,Sole-Type,Sale Percentage,  Sale Price  ,Season,Size
Shoes CLARKS,Eatch Beam K 261611436 Black Leather,66,Black,Clarks,209114379,not defined,New, product not in sale ,All year round,"28 , 29 , 30 , 31 , 32 , 32.5 , 33 , 34"
Trainers CLARKS,Roamer Bear T 261576627 Navy Suede,45,Navy Blue,Clarks,209114331,not defined,-11%,Ä 40.00,All year round,"18 , 18.5 , 20 , 20.5 , 22"
Trainers DC,Pure High-Top Wnt ADBS100245 Black/Olive(BO0),59,Black,DC,209107647,Flat,New, product not in sale ,All year round,"35 , 39"
Footwear NIKE,Presto (Gs) 833875 003 Black/Black/Black,107,Black,NIKE,209106749,Flat,-22%,Ä 83.00,All year round,"36 , 37.5 , 38.5 , 40"
Footwear NIKE,Presto (Gs) 833875 015 Anthracite/Black/Black,107,Grey,NIKE,209106732,not defined,-24%,Ä 81.00,All year round,"36 , 37.5 , 38.5 , 40"
Footwear NIKE,Presto (Gs) 833875 100 White/White/White,107,White,NIKE,209106725,not defined,-24%,Ä 81.00,All year round,"36 , 37.5 , 38.5 , 40"
Footwear NIKE,Air Max 270 React (GS) BQ0103 104 White/Pink/Lt Smoke Grey,150,"Colourful, 
            White",NIKE,209106657,not defined,0%, product not in sale ,All year round,"36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40"
Footwear NIKE,Air Max Genome (Gs) CZ4652 004 Lt Smoke Grey/Iron Grey,147,Grey,NIKE,209103588,not defined,-16%,Ä 124.00,All year round,"35.5 , 36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40"
Footwear NIKE,Freak 2 Se (Gs) CZ4177 800 Bright Mango/Red Plum/Volt,107,"Colourful, 
            Orange",NIKE,209103557,Flat,-22%,Ä 83.00,All year round,"36 , 37.5 , 38"
Trainers SUPERFIT,1-006489-0000 S Schwarz,78,Black,Superfit,209094886,Flat,-21%,Ä 62.00,All year round,"31 , 32 , 33"
Trainers SUPERFIT,1-006489-0000 M Schwarz,74,Black,Superfit,209094862,Flat,-20%,Ä 59.00,All year round,"25 , 27 , 28 , 29 , 30"
Slippers SUPERFIT,1-800271-8060 S Blau,35,Navy Blue,Superfit,209094909,not defined,0%, product not in sale ,All year round,33
Slippers SUPERFIT,1-000290-7500 Gr√ºn,31,Green,Superfit,209094619,not defined,0%, product not in sale ,All year round,"19 , 23 , 24 , 25 , 29 , 30"
Trainers SUPERFIT,GORE-TEX 1-009187-5000 S Rot,105,Dark Red,Superfit,209094596,not defined,0%, product not in sale ,All year round,"36 , 37 , 39 , 40 , 41"
Trainers SUPERFIT,GORE-TEX 1-009187-5000 M Rot,95,Dark Red,Superfit,209094572,Flat,-20%,Ä 76.00,All year round,"31 , 32 , 33 , 34 , 35"
Boots SUPERFIT,1-006341-7500 Hellgrun,64,Grey,Superfit,209094558,Flat,0%, product not in sale ,Fall/Winter,"18 , 19 , 20 , 21 , 22 , 23"
Trainers PUMA,R78 Voyage Jr 382048 01 Black/Puma Black/Puma Silver,64,Black,Puma,209079173,Flat,New, product not in sale ,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39"
Trainers PUMA,Graviton Jr 381987 05 White/Black/N Cloud/G Blue,60,White,Puma,209079166,not defined,New, product not in sale ,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39"
Trainers PUMA,Rebound Layup Sl Jr 370486 16 Ph Black/Ph Black/Urban Red,60,Black,Puma,209079050,Flat,-8%,Ä 55.00,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39"
Trainers PUMA,Courtflex V2 V Ps 371543 16 Elektro Blue/Puma White,36,Navy Blue,Puma,209079067,Flat,-14%,Ä 31.00,All year round,"28 , 28.5 , 29 , 30 , 31 , 31.5 , 32 , 32.5 , 33 , 34 , 34.5 , 35"
Footwear PUMA,Enzo 2 Weave Jr 193165 19 Puma White/Steel Gray/Grenad,64,Grey,Puma,209079029,Flat,New, product not in sale ,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39"
Footwear PUMA,Enzo 2 Weave Jr 193165 18 Intense Blue/Nebulas Blue,64,Blue,Puma,209079012,not defined,-17%,Ä 53.00,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39"
Trainers SKECHERS,Glitzy Petals 996472L/NVMT Navy/Multi,47,Navy Blue,Skechers,209079005,Flat,0%, product not in sale ,All year round,"28 , 29 , 30 , 31 , 32 , 34 , 35"
Trainers SKECHERS,Gorza 97535L/NVLM Navy/Lime,47,Navy Blue,Skechers,209078985,not defined,0%, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32"
Trainers SKECHERS,Derlo 90563N/BBLM Blk/Blue/Lime,43,Black,Skechers,209078978,Flat,0%, product not in sale ,All year round,"21 , 22"
Trainers SKECHERS,Charm League 85686L/LTPK Lt Pink,47,Pink,Skechers,209078961,not defined,New, product not in sale ,All year round,"32 , 33 , 34 , 35"
Trainers SKECHERS,Dino-Glow 401521N/BKLM Black/Lime,38,Black,Skechers,209078398,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25"
Boots SKECHERS,Frosty Fun 401504N/NVBK Navy/Black,43,Navy Blue,Skechers,209078381,Flat,New, product not in sale ,Fall/Winter,"21 , 22 , 23 , 24 , 25 , 26 , 27"
Trainers SKECHERS,Mini Wanderer 407300N/BBLM Blk/Blue/Lime,28,Black,Skechers,209078565,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26 , 27"
Boots SKECHERS,Frosty Fun 401504N/BLNV Blue/Navy,43,Blue,Skechers,209078374,Flat,New, product not in sale ,Fall/Winter,"21 , 22 , 23 , 24 , 25 , 26 , 27 , 28"
Trainers SKECHERS,Maver 401503N/RDBK Red/Black,43,Red,Skechers,209078367,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26 , 27 , 28"
Trainers SKECHERS,Maver 401503N/NVBL Navy/Blue,43,Navy Blue,Skechers,209078350,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26 , 27 , 28"
Trainers SKECHERS,Shark Wave 407233N/BKBL Black/Blue,38,"Black, 
            Colourful",Skechers,209078541,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26 , 27 , 28"
Trainers SKECHERS,Sport Court 92 405696L/WHT White,57,White,Skechers,209078534,not defined,New, product not in sale ,All year round,"27 , 27.5 , 28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 36.5 , 37 , 37.5 , 38"
Trainers SKECHERS,Zorent 400600L/NVMT Navy/Multi,52,"Colourful, 
            Navy Blue",Skechers,209078343,Flat,New, product not in sale ,All year round,"29 , 30 , 31 , 32 , 33 , 34"
Trainers SKECHERS,Sport Court 92 405696L/BBK Black,47,Black,Skechers,209078527,not defined,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 36.5 , 37"
Trainers SKECHERS,Norvo 405035N/NVLM Navy/Lime,33,Navy Blue,Skechers,209078510,Flat,New, product not in sale ,All year round,"21 , 23 , 24 , 25 , 26"
Trainers SKECHERS,Erupters IV 400125L/BKMT Black/Multi,52,Black,Skechers,209078336,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 33.5 , 34 , 36 , 36.5 , 37"
Trainers SKECHERS,Norvo 405035N Black/Red,38,"Black, 
            Colourful",Skechers,209078503,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26"
Trainers SKECHERS,Norvo 405035L/BKRD Black/Red,43,"Black, 
            Orange",Skechers,209078497,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34"
Trainers SKECHERS,Vortex-Flash 400030L/NVYL Navy/Yellow,52,Navy Blue,Skechers,209078312,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Trainers SKECHERS,Vortex-Flash 400030L/BKLM Black/Lime,52,"Black, 
            Green",Skechers,209078305,Flat,-13%,Ä 45.00,All year round,"28 , 29 , 30 , 31 , 32 , 33 , 35"
Footwear SKECHERS,Mezder 403781L/BKRY Black/Royal,47,Navy Blue,Skechers,209078480,not defined,-15%,Ä 40.00,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Trainers SKECHERS,Torvix 403775L/RDBK Red/Black,43,Red,Skechers,209078473,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Trainers SKECHERS,Torvix 403775L/BBK Black,43,Black,Skechers,209078466,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Trainers SKECHERS,Texlor 403770N/BKRD Black/Red,33,Black,Skechers,209078442,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26"
Trainers SKECHERS,Texlor 403770L/NVLM Navy/Lime,38,Navy Blue,Skechers,209078435,not defined,0%, product not in sale ,All year round,"28 , 30"
Trainers SKECHERS,Kodron 403728L/BLLM Blue/Lime,47,"Blue, 
            Colourful",Skechers,209078428,Flat,New, product not in sale ,All year round,"28 , 29 , 30 , 31 , 32 , 34"
Trainers SKECHERS,Lovely Luv 314976L/BKMT Black/Multi,57,Black,Skechers,209078251,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34"
Snow Boots SKECHERS,Cuboforce 402198L/BKRD Black/Red,62,Black,Skechers,209078411,not defined,New, product not in sale ,Fall/Winter,"28 , 30 , 31 , 32 , 34"
Footwear SKECHERS,Surf Patrol 402112L/NVY Navy,57,Navy Blue,Skechers,209078404,not defined,0%, product not in sale ,All year round,"29 , 30 , 31 , 33 , 34 , 35"
Boots SKECHERS,Cozy On Air 310518L/BKRG Black/Rose Gold,62,Black,Skechers,209078237,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34"
Trainers SKECHERS,Rainbow Specks 310457L/WMLT White/Multi,47,White,Skechers,209078220,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Trainers SKECHERS,Rainbow Specks 310457L/BKMT Black/Multi,47,Black,Skechers,209078213,Flat,New, product not in sale ,All year round,"28 , 29 , 30 , 31 , 32 , 34"
Boots SKECHERS,Brilliant Rainbow 302669L/NVPK Nvy/Pnk,62,Navy Blue,Skechers,209078121,not defined,New, product not in sale ,Fall/Winter,33
Trainers SKECHERS,Rainbow Speckle 310456L/WMLT White/Multi,47,White,Skechers,209078206,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37"
Trainers SKECHERS,In My Zone 310450L/HTPK H. Pink,47,Pink,Skechers,209078190,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37"
Trainers SKECHERS,Let's Explore 302949L/BKMT Black/Multi,66,Black,Skechers,209078169,Flat,New, product not in sale ,Fall/Winter,"28 , 28.5 , 29 , 30 , 31 , 32 , 34 , 35"
Trainers SKECHERS,Jammin' Jogger 302470N/NVY Navy,33,Navy Blue,Skechers,209077032,Flat,0%, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26"
Trainers SKECHERS,Bold Delight 302468L/LTPK Lt.Pink,38,Pink,Skechers,209077025,Flat,New, product not in sale ,All year round,"28 , 29 , 31 , 32"
Trainers SKECHERS,Eternal Shine 302455L/NVMT Navy/Multi,38,Navy Blue,Skechers,209077018,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Trainers SKECHERS,Radiant Rogue 302448L/PKMT Pink/Multi,38,Pink,Skechers,209077001,Flat,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Trainers SKECHERS,Radiant Rogue 302448L/NVMT Navy/Multi,38,Navy Blue,Skechers,209076998,Flat,New, product not in sale ,All year round,"29 , 30"
Trainers SKECHERS,302434N/BKMT Radiant Swirl 1,38,"Black, 
            Colourful",Skechers,209076974,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26"
Trainers SKECHERS,Radiant Swirl 302434L/WMLT White/Multi,52,"Colourful, 
            White",Skechers,209076967,not defined,New, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 33.5 , 34 , 35"
Trainers SKECHERS,Radiant Swirl 302434L/BKMT Black/Multi,47,"Black, 
            Colourful",Skechers,209076950,Flat,0%, product not in sale ,All year round,"28 , 28.5 , 29 , 30 , 31 , 32 , 33 , 33.5 , 34 , 35"
Trainers SKECHERS,Rainbow Lux 302308N/BKMT Black/Multi,47,"Colourful, 
            Pink",Skechers,209076943,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25"
Trainers SKECHERS,Shimmer Beams-Sporty 302042N/NVMT Navy/Multi,43,Navy Blue,Skechers,209076912,not defined,0%, product not in sale ,All year round,"21 , 22 , 24 , 25"
Footwear SKECHERS,Shimmer Speeder 302031N/NVMT Navy/Multi,33,Navy Blue,Skechers,209076905,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24"
Trainers SKECHERS,Shimmer Speeder 302031L/LPMT Light Pink/Multi,43,Pink,Skechers,209076899,Flat,New, product not in sale ,All year round,"29 , 35"
Trainers SKECHERS,Shimmer Speeder 302031L/BKMT Black/Multi,43,"Black, 
            Colourful",Skechers,209076882,not defined,0%, product not in sale ,All year round,"28 , 29"
Trainers SKECHERS,Sparkle Glow 20300L/BKMT Black/Multi,57,"Black, 
            Colourful",Skechers,209076547,Flat,New, product not in sale ,All year round,"28 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Knee High Boots SKECHERS,Heart Chaser 20287N/GYPK Gray/Pink,52,Grey,Skechers,209076530,Flat,New, product not in sale ,Fall/Winter,"21 , 26"
Trainers SKECHERS,Galaxy Lights 10920L/SMLT Silver/Multi,52,Silver,Skechers,209074109,not defined,New, product not in sale ,All year round,"31 , 32 , 33 , 34 , 35"
Trainers SKECHERS,Litebeams 10667L/NVMT Navy/Multi,52,Navy Blue,Skechers,209074086,Flat,0%, product not in sale ,All year round,"31 , 32 , 35"
Trainers SKECHERS,Selectors 403764N/BLK Black,33,Black,Skechers,209070040,Flat,New, product not in sale ,All year round,"21 , 22 , 23 , 24 , 25 , 26"
Trainers SKECHERS,Bold Delight 302468L/BLK Black,38,Black,Skechers,209070026,Flat,0%, product not in sale ,All year round,"28 , 29 , 31 , 32"
Trainers SKECHERS,Sporty Glow 302042L/NVMT Navy/Multi,52,"Colourful, 
            Navy Blue",Skechers,209070002,not defined,New, product not in sale ,All year round,"28 , 29 , 30 , 31 , 32 , 33 , 34 , 35"
Snow Boots SUPERFIT,GORE-TEX 1-809485-0010 S Schwarz,116,Black,Superfit,209073232,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Snow Boots SUPERFIT,GORE-TEX 1-809485-0010 M Schwarz,105,Black,Superfit,209073164,not defined,New, product not in sale ,Fall/Winter,"31 , 32 , 33 , 34 , 35"
Snow Boots SUPERFIT,GORE-TEX 1-809080-8020 S Blau/Rosa,78,Navy Blue,Superfit,209073140,Flat,New, product not in sale ,Fall/Winter,"34 , 35"
Snow Boots SUPERFIT,GORE-TEX 1-809080-8020 M Blau/Rosa,71,Navy Blue,Superfit,209073126,Flat,New, product not in sale ,Fall/Winter,"25 , 26 , 28"
Snow Boots SUPERFIT,GORE-TEX 1-809080-8020 D Blau/Rosa,90,Navy Blue,Superfit,209073102,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41 , 42"
Snow Boots SUPERFIT,GORE-TEX 1-809080-5000 S Rot/Rosa,78,Purple,Superfit,209073089,Flat,New, product not in sale ,Fall/Winter,"33 , 34 , 35"
Snow Boots SUPERFIT,GORE-TEX 1-809080-5000 M Rot/Rosa,71,Purple,Superfit,209073065,Flat,New, product not in sale ,Fall/Winter,"25 , 26 , 30"
Snow Boots SUPERFIT,GORE-TEX 1-809080-5000 D Rot/Rosa,90,Purple,Superfit,209073041,Flat,New, product not in sale ,Fall/Winter,"36 , 38 , 39 , 40 , 41 , 42"
Slippers SUPERFIT,1-800295-3010 M Braun,35,Brown,Superfit,209072907,not defined,New, product not in sale ,All year round,"19 , 20 , 21 , 22 , 23 , 24 , 25"
Slippers SUPERFIT,1-800295-0000 S Schwarz,35,Black,Superfit,209072891,Flat,New, product not in sale ,All year round,"29 , 30"
Boots SUPERFIT,GORE-TEX 1-800423-8500 Blau,78,Navy Blue,Superfit,209073027,Flat,New, product not in sale ,Fall/Winter,"19 , 20 , 21 , 24 , 25"
Slippers SUPERFIT,1-800291-8000 S Blau,33,Navy Blue,Superfit,209072877,Flat,0%, product not in sale ,All year round,"27 , 28 , 29 , 30"
Slippers SUPERFIT,1-800295-0000 M Schwarz,33,Grey,Superfit,209072884,not defined,New, product not in sale ,All year round,"19 , 20 , 21 , 22 , 23 , 24"
Boots SUPERFIT,1-8000423-7000 Gr√ºn,78,Green,Superfit,209073003,not defined,New, product not in sale ,Fall/Winter,"19 , 20 , 21 , 22 , 23 , 24 , 25 , 28"
Slippers SUPERFIT,1-800291-8000 M Blau,31,Navy Blue,Superfit,209072860,Flat,0%, product not in sale ,All year round,"19 , 20 , 21 , 22"
Boots SUPERFIT,GORE-TEX 1-800423-6000 Gelb,78,Yellow,Superfit,209072990,Flat,New, product not in sale ,Fall/Winter,"19 , 20 , 21 , 22 , 23 , 25 , 26 , 28"
Slippers SUPERFIT,1-800291-5500 S Pink,33,Pink,Superfit,209072853,Flat,New, product not in sale ,All year round,"27 , 28 , 29"
Slippers SUPERFIT,1-800298-8020 Blau,33,Navy Blue,Superfit,209072983,not defined,New, product not in sale ,All year round,"23 , 25"
Slippers SUPERFIT,1-800291-5500 M Pink,31,Pink,Superfit,209072846,Flat,New, product not in sale ,All year round,"19 , 21 , 22 , 25"
Slippers SUPERFIT,1-800291-4000 S Beige,33,Beige,Superfit,209072839,not defined,New, product not in sale ,All year round,"27 , 28 , 30"
Slippers SUPERFIT,1-800295-8500 S Lila,35,Purple,Superfit,209072976,not defined,New, product not in sale ,All year round,"28 , 30"
Slippers SUPERFIT,1-800291-4000 M Beige,31,Beige,Superfit,209072822,not defined,New, product not in sale ,All year round,"20 , 21 , 22"
Slippers SUPERFIT,1-800295-8500 M Lila,33,Purple,Superfit,209072969,Flat,New, product not in sale ,All year round,"19 , 20 , 24 , 25"
Slippers SUPERFIT,1-800291-2010 S Grau,33,Grey,Superfit,209072815,Flat,New, product not in sale ,All year round,"29 , 30"
Slippers SUPERFIT,1-700184-8010 S Blau,33,Navy Blue,Superfit,209072952,not defined,New, product not in sale ,All year round,"29 , 30"
Slippers SUPERFIT,1-800291-2010 M Grau,31,Grey,Superfit,209072808,Flat,New, product not in sale ,All year round,"19 , 20 , 21 , 22 , 23 , 24 , 25"
Slippers SUPERFIT,1-800295-8010 M Blau,31,Navy Blue,Superfit,209072945,Flat,New, product not in sale ,All year round,"19 , 20 , 21 , 22 , 23 , 24"
Slippers SUPERFIT,1-800295-5510 S Pink,39,Pink,Superfit,209072938,Flat,New, product not in sale ,All year round,"27 , 28 , 29 , 30"
Slippers SUPERFIT,1-800287-8000 M Hellblau,31,Blue,Superfit,209072785,Flat,New, product not in sale ,All year round,"23 , 24 , 25"
Slippers SUPERFIT,1-800287-5510 S Rosa,33,Pink,Superfit,209072778,Flat,New, product not in sale ,All year round,"32 , 33 , 34 , 35"
Slippers SUPERFIT,1-800295-5510 Pink,36,Pink,Superfit,209072921,not defined,New, product not in sale ,All year round,"19 , 21 , 22 , 23 , 24"
Slippers SUPERFIT,1-800295-3010 S Braun,38,Brown,Superfit,209072914,Flat,New, product not in sale ,All year round,"27 , 28 , 29 , 30"
Slippers SUPERFIT,1-800287-5510 M Rosa,31,Pink,Superfit,209072761,Flat,New, product not in sale ,All year round,"23 , 30"
Slippers SUPERFIT,1-800287-5010 S Rot,38,Red,Superfit,209072754,Flat,New, product not in sale ,All year round,34
Slippers SUPERFIT,1-800287-5010 M Rot,33,Red,Superfit,209072747,Flat,New, product not in sale ,All year round,"23 , 24 , 29"
Boots SUPERFIT,GORE-TEX 1-309454-9900 S Bronze,100,Brown,Superfit,209072730,Flat,New, product not in sale ,Fall/Winter,"31 , 32 , 33 , 34 , 35"
Hiking Boots SUPERFIT,GORE-TEX 1309454-9900 M Bronze,90,Brown,Superfit,209072723,not defined,New, product not in sale ,Fall/Winter,"25 , 26 , 27 , 28 , 29 , 30"
Knee High Boots SUPERFIT,GORE-TEX 1-309454-9500 S Gun Metal,100,"Black, 
            Colourful",Superfit,209072716,Flat,New, product not in sale ,Fall/Winter,"31 , 32 , 33 , 34 , 35"
Hiking Boots SUPERFIT,GORE-TEX 1-309454-9500 M Gun Metal,90,Silver,Superfit,209072709,not defined,New, product not in sale ,Fall/Winter,"25 , 26 , 27 , 28 , 29 , 30"
Trainers SUPERFIT,GORE-TEX 1-009530-0010 S Schwarz/Rosa,90,Black,Superfit,209072419,Flat,New, product not in sale ,All year round,"37 , 38 , 39 , 40"
Boots SUPERFIT,GORE-TEX 1-009385-8020 M Blau/Rosa,90,Navy Blue,Superfit,209072174,Flat,New, product not in sale ,Fall/Winter,25
Trainers SUPERFIT,GORE-TEX 1-009530-0010 M Schwarz/Rosa,83,Black,Superfit,209072396,Flat,New, product not in sale ,All year round,"27 , 30 , 31 , 33 , 35"
Boots SUPERFIT,GORE-TEX 1-009385-8020 D Blau/Rosa,105,Navy Blue,Superfit,209072167,not defined,New, product not in sale ,Fall/Winter,"38 , 39 , 40 , 42"
Boots SUPERFIT,GORE-TEX 1-009385-8010 S Blau/Gr√ºn,95,Navy Blue,Superfit,209072150,Flat,New, product not in sale ,Fall/Winter,"32 , 35"
Knee High Boots SUPERFIT,GORE-TEX 1-009478-3000 S Braun,116,Brown,Superfit,209072341,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Knee High Boots SUPERFIT,GORE-TEX 1-009478-3000 M Braun,105,Brown,Superfit,209072327,Flat,New, product not in sale ,Fall/Winter,"31 , 32 , 33 , 34 , 35"
Knee High Boots SUPERFIT,GORE-TEX 1-009455-7000 S Gr√ºn,105,Grey,Superfit,209072310,Flat,New, product not in sale ,Fall/Winter,"31 , 32 , 33 , 34 , 35"
Boots SUPERFIT,GORE-TEX 1-009385-8010 M Blau/Gr√ºn,90,Navy Blue,Superfit,209072143,Flat,New, product not in sale ,Fall/Winter,"25 , 26 , 27"
Boots SUPERFIT,GORE-TEX 1-009385-8010 D Blau/Gr√ºn,105,Navy Blue,Superfit,209072136,Flat,New, product not in sale ,Fall/Winter,"37 , 38"
Snow Boots SUPERFIT,GORE-TEX 1-009455-0010 S Schwarz,105,Silver,Superfit,209072242,not defined,New, product not in sale ,Fall/Winter,"31 , 32 , 33 , 34 , 35"
Boots SUPERFIT,GORE-TEX 1-009385-0010 S Schwarz/Blau,95,Black,Superfit,209072129,not defined,New, product not in sale ,Fall/Winter,"31 , 32 , 33"
Knee High Boots SUPERFIT,GORE-TEX 1-009455-0010 M Schwarz,95,Gold,Superfit,209072235,Flat,New, product not in sale ,Fall/Winter,"25 , 26 , 27 , 28 , 29 , 30"
Hiking Boots SUPERFIT,GORE-TEX 1-009454-8500 M Lila,90,Brown,Superfit,209072228,not defined,New, product not in sale ,Fall/Winter,"25 , 26 , 27 , 28 , 29 , 30"
Boots SUPERFIT,GORE-TEX 1-009385-0010 M Schwarz/Blau,90,Black,Superfit,209072112,Flat,New, product not in sale ,Fall/Winter,"25 , 26"
Boots SUPERFIT,GORE-TEX 1-009385-0010 D Schwarz/Blau,105,Black,Superfit,209072105,Flat,New, product not in sale ,Fall/Winter,"37 , 38 , 39 , 40"
Boots SUPERFIT,GORE-TEX 1-009434-8010 Blau/Hellgrau,69,Navy Blue,Superfit,209072211,Flat,New, product not in sale ,Fall/Winter,"19 , 20 , 21 , 22 , 23 , 24 , 26"
Trainers SUPERFIT,1-009417-8020 Blau/Gr√ºn,57,Navy Blue,Superfit,209072204,not defined,New, product not in sale ,Fall/Winter,"20 , 21 , 25"
Trainers SUPERFIT,1-009383-0000 S Schwarz,71,Black,Superfit,209072099,Flat,New, product not in sale ,All year round,"31 , 32 , 33 , 34 , 35"
Trainers SUPERFIT,1-009383-0000 M Schwarz,68,Black,Superfit,209072082,not defined,-19%,Ä 55.00,All year round,"25 , 26 , 27 , 28 , 29 , 30"
Boots SUPERFIT,1-009417-2010 Grau/Rosa,57,Grey,Superfit,209072198,Flat,New, product not in sale ,Fall/Winter,22
Snow Boots SUPERFIT,GORE-TEX 1-009385-8020 S Blau/Rosa,95,Navy Blue,Superfit,209072181,Flat,New, product not in sale ,Fall/Winter,33
Trainers SUPERFIT,1-009383-0000 D Schwarz,79,Black,Superfit,209072075,Flat,New, product not in sale ,All year round,"38 , 39"
Snow Boots SUPERFIT,GORE-TEX 1-009314-8000 S Blau/Blau,78,Navy Blue,Superfit,209072044,Flat,New, product not in sale ,Fall/Winter,24
Slippers SUPERFIT,1-009299-5500 S Rosa,40,Pink,Superfit,209071924,Flat,New, product not in sale ,All year round,"31 , 32 , 33 , 34 , 35"
Slippers SUPERFIT,1-009299-5500 M Rosa,38,Pink,Superfit,209071917,Flat,New, product not in sale ,All year round,"25 , 26 , 27 , 28 , 29 , 30"
Snow Boots SUPERFIT,GORE-TEX 1-009314-8000 M Blau/Blau,71,Navy Blue,Superfit,209072037,Flat,New, product not in sale ,Fall/Winter,"19 , 20 , 21 , 23"
Slippers SUPERFIT,1-009299-2000 M Grau,38,Grey,Superfit,209071894,Flat,0%, product not in sale ,All year round,"25 , 26 , 27 , 28 , 29 , 30"
Slippers SUPERFIT,1-009299-2000 S Grau,40,Grey,Superfit,209071900,Flat,New, product not in sale ,All year round,"31 , 32 , 33 , 34 , 35"
Snow Boots SUPERFIT,GORE-TEX 1-009314-2010 S Grau/Rosa,78,Grey,Superfit,209072013,Flat,New, product not in sale ,Fall/Winter,"24 , 25"
Slippers SUPERFIT,1-009294-8020 S Blau,35,Navy Blue,Superfit,209071887,Flat,New, product not in sale ,All year round,"31 , 32 , 33 , 34 , 35"
Snow Boots SUPERFIT,GORE-TEX 1-009314-2010 M Grau/Rosa,71,Grey,Superfit,209072006,Flat,New, product not in sale ,Fall/Winter,"19 , 20 , 21 , 22 , 23"
Slippers SUPERFIT,1-009294-8020 M Blau,33,Navy Blue,Superfit,209071870,Flat,New, product not in sale ,Spring/Summer,"25 , 26 , 27 , 28 , 29 , 30"
Snow Boots SUPERFIT,GORE-TEX 1-009314-2010 D Grau/Rosa,83,Grey,Superfit,209071993,Flat,New, product not in sale ,Fall/Winter,"27 , 29 , 30"
Slippers SUPERFIT,1-009294-5520 S Rosa,35,Pink,Superfit,209071863,Flat,New, product not in sale ,All year round,"31 , 32 , 33 , 34 , 35"
Snow Boots SUPERFIT,GORE-TEX 1-009307-8000 S Blau/Rosa,78,Navy Blue,Superfit,209071986,not defined,New, product not in sale ,Fall/Winter,"26 , 27"
Slippers SUPERFIT,1-009294-5520 M Rosa,33,Pink,Superfit,209071856,Flat,New, product not in sale ,All year round,"26 , 27"
Snow Boots SUPERFIT,GORE-TEX 1-009307-8000 M Blau/Rosa,71,Navy Blue,Superfit,209071979,Flat,New, product not in sale ,Fall/Winter,"19 , 20"
Knee High Boots SUPERFIT,GORE-TEX 1-009306-2010 M Grau/Gr√ºn,71,Grey,Superfit,209071955,Flat,New, product not in sale ,Fall/Winter,"19 , 20 , 21"
