Product Name,Product ID,   Price (in Euro)   ,Color,Brand,SKU,Sole-Type,Sale Percentage,  Sale Price  ,Season,Size
Ankle boots EVA MINGE,EM-56-08-001009 102,Ä 100.00,White,Eva Minge,207570900,not defined,0%,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40"
Footwear ASICS,Gel-Rocket 9 1072A034 Guava/Midnight 701,Ä 66.00,"Navy Blue, 
            Orange",Asics,208629850,Flat,-11%,Ä 59.00,All year round,"36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41.5 , 42"
Footwear ASICS,Upcourt 4 Gs 1074A027 French Blue/Digital Grape 401,Ä 50.00,Navy Blue,Asics,208599733,Flat,-30%,Ä 35.00,All year round,"35.5 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40"
Footwear ASICS,Trail Scourt 1012B039 Deep Sea Teal/Pirdmont Grey 401,Ä 62.00,Blue,Asics,208395908,Flat,New,  product not in sale  ,All year round,"35.5 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 42"
Footwear ASICS,Trail Scout 1012A566 Black/Digital Grape 005,Ä 62.00,Black,Asics,207874015,Flat,-27%,Ä 45.00,All year round,"35.5 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41.5"
Trainers BRONX,47309-AV Black/Off White 2295,Ä 185.00,"Black, 
            White",Bronx,208613309,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots BRONX,47283-A Black 1,Ä 155.00,Black,Bronx,208613057,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots BRONX,47335-A Camel Sofft Nappa 25,Ä 195.00,Beige,Bronx,207985223,Platform Wedge heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers BRONX,66167C-PB Asphalt/Gunmetal Camo/Pink,Ä 143.00,"Colourful, 
            Grey",Bronx,207369726,Flat,-50%,Ä 71.00,All year round,"36 , 38 , 39 , 40 , 41"
Hiking Boots PALLADIUM,Hi Outz Puotp U 77023-309-M Olive Night,Ä 95.00,Green,Palladium,209131918,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 41 , 43 , 44 , 44.5 , 45 , 47"
Hiking Boots PALLADIUM,Pampa Hi Wax U 77222-068-M French Metal,Ä 85.00,Grey,Palladium,209129601,Flat,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40 , 43 , 44.5 , 45 , 46"
Hiking Boots PALLADIUM,Pallatrooper Hi-3 77203-214-M Beeswax Brown,Ä 138.00,Brown,Palladium,209129304,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 41 , 45"
Hiking Boots PALLADIUM,Mono Chrome 73089-001-M Black,Ä 76.00,Black,Palladium,191463684,not defined,New,  product not in sale  ,not found,"36 , 37 , 38 , 39 , 41 , 44 , 45 , 46"
Ankle boots FLY LONDON,Ramifly P211043007 Navy/Dk.Brown,Ä 162.00,Navy Blue,Fly London,209062632,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39"
Shoes FLY LONDON,Besofly P501246003 Wine,Ä 119.00,Dark Red,Fly London,207476363,Platform Wedge heel,New,  product not in sale  ,All year round,"36 , 37 , 38"
Ankle boots FLY LONDON,Ragifly P144539006 Red,Ä 150.00,Red,Fly London,207475281,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Oxfords FLY LONDON,Rudafly P144538003 Black,Ä 119.00,Black,Fly London,201270332,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39"
Plimsolls VANS,Comfycush Slip-On VN0A3WMDVNG1 True White/True,Ä 75.00,White,Vans,201140543,Flat,-49%,Ä 38.00,Spring/Summer,"41 , 43"
Boots CLARKS,Un Elda Mid 261454884 Black Combi,Ä 152.00,Black,Clarks,201391679,Flat,-44%,Ä 85.00,Fall/Winter,"35.5 , 36 , 37 , 37.5 , 38 , 39"
Sneakers CLARKS,Un Maui Lace 261401684 White Leather,Ä 102.00,White,Clarks,200834658,Flat,-23%,Ä 79.00,All year round,"35 , 36 , 37 , 38 , 39 , 41"
Sneakers CLARKS,Un Maui Lace 261401674 Blush Leather,Ä 102.00,Pink,Clarks,200834634,Flat,-39%,Ä 62.00,All year round,"35.5 , 36 , 37 , 38 , 39 , 41"
Shoes CLARKS,Funny Dream 203011234 Navy,Ä 102.00,Navy Blue,Clarks,197412624,Platform Wedge heel,New,  product not in sale  ,All year round,"35.5 , 36 , 37 , 38 , 39"
Ankle boots KAPPA,Fallou 243047 White/Grey 1016,Ä 38.00,White,Kappa,209233834,not defined,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Snow Boots KAPPA,Noven 243074 Rose/Off White 2143,Ä 38.00,Pink,Kappa,209138641,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Sandals KAPPA,Rusheen T 260773T L'Grey/Rose 1421,Ä 31.00,Grey,Kappa,208135238,Flat,-32%,Ä 21.00,Spring/Summer,"36 , 37 , 38 , 39"
Hiking Boots KAPPA,Kombo Mid 241635 Black 1111,Ä 38.00,Black,Kappa,207410541,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41 , 42 , 43 , 45 , 46"
Slippers MANITU,340009-91 Gris,Ä 31.00,"Colourful, 
            Grey",Manitu,209022926,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Slippers MANITU,340007-04 Rot/Orange,Ä 35.00,Red,Manitu,209022896,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Slippers MANITU,340004-01 Schwarz,Ä 31.00,Black,Manitu,209022872,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Slippers MANITU,320021-08 Beige,Ä 38.00,Beige,Manitu,209022537,not defined,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Plimsolls VANS,Old Skool Platfor VN0A3B3U3WJ1 (Pride) Multi/True White,Ä 90.00,"Colourful, 
            Yellow",Vans,208255158,Flat,-42%,Ä 52.00,Spring/Summer,"35 , 36 , 36.5 , 37 , 38 , 38.5 , 39 , 40 , 40.5 , 41 , 42 , 42.5 , 43 , 44 , 44.5 , 45 , 46"
Sneakers VANS,Sk8-Hi VN000D5INVY1 Navy,Ä 82.00,"Black, 
            Blue",Vans,200668628,Flat,-13%,Ä 71.00,All year round,"34.5 , 35 , 36 , 36.5 , 37 , 38 , 39 , 40 , 40.5 , 41 , 42 , 42.5 , 43 , 44 , 44.5 , 45 , 47"
Plimsolls VANS,Classic Slip-On VN-0ENVY Navy,Ä 66.00,Navy Blue,Vans,199257278,Flat,-42%,Ä 38.00,Spring/Summer,"35 , 36 , 36.5 , 37 , 38 , 44 , 45"
Plimsolls VANS,Old Skool VN000D3HY28 Black/White,Ä 76.00,Black,Vans,197850310,Flat,New,  product not in sale  ,Spring/Summer,"35 , 36 , 36.5 , 37 , 38 , 39 , 40 , 42 , 42.5 , 43 , 44 , 44.5 , 45 , 46"
Hiking Boots TOMMY JEANS,Iridescent Eyelets Flat Boot EN0EN01537 Black BDS,Ä 159.90,Black,Tommy Jeans,208900485,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers TOMMY JEANS,Iconic Flatform EN0EN01421 White YBR,Ä 107.00,White,Tommy Jeans,208567053,Platform Wedge heel,0%,  product not in sale  ,All year round,"37 , 38 , 39 , 40 , 41"
Slides TOMMY JEANS,Flag Pool Slide EN0EN01378 Twilight Navy C87,Ä 44.90,Navy Blue,Tommy Jeans,208137799,Flat,-42%,Ä 26.00,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Plimsolls TOMMY JEANS,Essential Lace Up Sneaker EN0EN00786 Deep Crimson XNL,Ä 59.90,Red,Tommy Jeans,206836151,Flat,-45%,Ä 33.00,Spring/Summer,"36 , 37 , 38 , 39 , 40"
Knee High Boots H√ñGL,2-134162 Black 0100,Ä 262.00,Black,H√ñGL,209258745,Block heel,New,  product not in sale  ,Fall/Winter,"34.5 , 36 , 37 , 37.5 , 38 , 38.5 , 39 , 40"
Trainers H√ñGL,2-103628 Grey 6000,Ä 155.00,Grey,H√ñGL,209257939,Flat,-11%,Ä 138.00,All year round,"34.5 , 35 , 36 , 37 , 37.5 , 38 , 38.5 , 39 , 40 , 41 , 42"
Flats H√ñGL,0-121020 Nude 1800,Ä 119.00,Beige,H√ñGL,206705754,Flat,New,  product not in sale  ,Spring/Summer,"34.5 , 35 , 36 , 37 , 37.5 , 38 , 38.5 , 39 , 40 , 41"
Sneakers H√ñGL,0-180350 White 0200,Ä 176.00,White,H√ñGL,200057132,Flat,-34%,Ä 116.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots CARINII,B7472 070-000-000-E33,Ä 143.00,Black,Carinii,209312140,Flat,New,  product not in sale  ,Fall/Winter,"37 , 39 , 40"
Sandals CARINII,B5390 L46-000-000-D69,Ä 76.00,White,Carinii,208556248,Flat,-41%,Ä 45.00,Spring/Summer,"36 , 37 , 38 , 39"
Boots CARINII,B5161 M49-000-000-D49,Ä 102.00,Brown,Carinii,206888051,Block heel,-39%,Ä 62.00,Fall/Winter,39
Boots CARINII,B5160 N73-000-000-D14,Ä 115.00,"Brown, 
            Colourful",Carinii,201527344,not defined,-46%,Ä 62.00,Fall/Winter,"36 , 37 , 38 , 39"
Trainers CROSS JEANS,II2R4030C White,Ä 47.00,White,Cross Jeans,208729697,Flat,-19%,Ä 38.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers CROSS JEANS,II2R4019 Black/White/Grey,Ä 55.00,"Black, 
            Grey",Cross Jeans,208729550,Flat,-22%,Ä 43.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers CROSS JEANS,HH2R4050C White/Grey/Blue,Ä 45.00,"Colourful, 
            Grey",Cross Jeans,208126977,not defined,-42%,Ä 26.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots CROSS JEANS,GG2R4023C Black,Ä 45.00,Black,Cross Jeans,207505070,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39"
Ankle boots SIMEN,4252A Black,Ä 114.00,Black,Simen,208983068,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Knee High Boots SIMEN,0572A Faeda Ziele≈Ñ Czarna,Ä 140.00,Green,Simen,208982627,Block heel,New,  product not in sale  ,Fall/Winter,"38 , 39 , 40"
Knee High Boots SIMEN,3217A Sandro 1817,Ä 143.00,Dark Red,Simen,207493988,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Knee High Boots SIMEN,3154A Floter 2205,Ä 133.00,Brown,Simen,207493681,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Snow Boots COLUMBIA,Slopeside Village‚Ñ¢ Omni-Heat‚Ñ¢ Mid BL0145 Light Clay/Timber 217,Ä 109.99,Beige,Columbia,209107494,Flat,New,  product not in sale  ,Fall/Winter,"36 , 36.5 , 37 , 37.5 , 38 , 38.5 , 39 , 39.5 , 40 , 40.5 , 41"
Snow Boots COLUMBIA,Paninaro‚Ñ¢ Omni-Heat‚Ñ¢ Pull On BL0118 Black/Stratus 010,Ä 119.00,Black,Columbia,207587359,Flat,New,  product not in sale  ,Fall/Winter,"36 , 36.5 , 37 , 40"
Trekker Boots COLUMBIA,Vitesse Outdry 1889011063 Grey Ice/Canyon Rose 063,Ä 119.00,Grey,Columbia,206507914,Flat,-30%,Ä 83.00,All year round,"36.5 , 37 , 37.5 , 38 , 39 , 40.5 , 41 , 41.5"
Trekker Boots COLUMBIA,Youth Drainmaker IV BY1091 Stormy Blue/Deep Yellow 426,Ä 60.00,Blue,Columbia,201067352,Flat,-33%,Ä 40.00,All year round,"34 , 35 , 36 , 37 , 39"
Shoes RY≈ÅKO,2ZP99_X Kawowy 9TL,Ä 79.99,Brown,Ry≈Çko,209536072,Block heel,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Shoes RY≈ÅKO,1TRK2_V Be≈ºowy 4RM,Ä 69.99,Beige,Ry≈Çko,209447163,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots RY≈ÅKO,2MUJ5_X Czarny UW9,Ä 79.99,Black,Ry≈Çko,209447026,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Oxfords RY≈ÅKO,2IRE1_B B≈Çƒôkitny C1,Ä 79.99,Blue,Ry≈Çko,208733458,not defined,0%,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trekker Boots CMP,Rigel Mid Wmn Trekking Shoe Wp 3Q12946 Nero/Lime 37UH,Ä 102.00,Black,CMP,209117394,not defined,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41 , 42"
Trekker Boots CMP,Yoke Wmn Wp Hiking Shoe 31Q9566 Asphalt/Fragola 61UG,Ä 90.00,Navy Blue,CMP,208206792,Flat,-21%,Ä 71.00,All year round,"37 , 38 , 40"
Snow Boots CMP,Nietos Wmn 3Q47966 Sand P631,Ä 78.00,Brown,CMP,207708464,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 40"
Snow Boots CMP,Kaus Wmn Snow Boots Wp 30Q4666 Gesso A426,Ä 90.00,Beige,CMP,207707092,Flat,-21%,Ä 71.00,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots ARA,12-24505-11 Toffee/Cloud/Moro/Hell,Ä 155.00,Beige,Ara,209292138,Flat,New,  product not in sale  ,Fall/Winter,"36.5 , 37 , 37.5 , 38 , 39 , 40"
Shoes ARA,12-13436-02 Blau,Ä 90.00,Navy Blue,Ara,207596054,Block heel,New,  product not in sale  ,All year round,"35 , 36 , 37 , 37.5 , 38 , 39 , 40 , 41"
Sneakers ARA,12-34587-79 Weiss/Weissgold/Camel,Ä 109.95,White,Ara,207070714,Flat,-23%,Ä 85.00,All year round,"35 , 37.5 , 38 , 38.5 , 41.5"
Boots ARA,12-44935-61 Schwarz,Ä 114.00,Black,Ara,201508763,Flat,New,  product not in sale  ,Fall/Winter,"36.5 , 37 , 38 , 38.5 , 39"
Trainers STEVE MADDEN,Mastery SM11001656-04005-577 Olive,Ä 107.00,Green,Steve Madden,208589130,not defined,-21%,Ä 85.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots STEVE MADDEN,Skylar SM11001184-03001-017 Black,Ä 159.00,Black,Steve Madden,207730700,Block heel Platform,New,  product not in sale  ,Fall/Winter,"36 , 38 , 39 , 40 , 41"
Stilettos STEVE MADDEN,Lillie SM11000480-03001-602 Blush Leather,Ä 95.00,Beige,Steve Madden,207730496,Heel,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Sneakers STEVE MADDEN,Match SM11000442-04004-945 Mauve,Ä 107.00,Pink,Steve Madden,206751126,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40"
Ankle boots GABOR,74.780.27 Schwarz,Ä 138.00,Black,Gabor,208969055,Wedge heel,New,  product not in sale  ,Fall/Winter,"35 , 35.5 , 37 , 38 , 39 , 40"
Ankle boots GABOR,74.675.16 Marine,Ä 138.00,Navy Blue,Gabor,208969017,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 39"
Ankle boots GABOR,74.674.54 Cooper,Ä 114.00,Brown,Gabor,208969000,Flat,New,  product not in sale  ,Fall/Winter,"35 , 35.5 , 36 , 37 , 37.5 , 38 , 40 , 40.5"
Flats GABOR,64.169.21 Cervo,Ä 90.00,White,Gabor,208096836,Flat,-23%,Ä 69.00,Spring/Summer,"38 , 39 , 40.5 , 41"
Footwear UGG,W Classic Ultra Mini 1116109 Blk,Ä 149.95,Black,Ugg,208310628,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 39 , 40 , 41"
Slippers UGG,W Oh Yeah 1107953 Ssbt,Ä 105.00,Pink,Ugg,208310437,not defined,-28%,Ä 76.00,All year round,"36 , 38 , 39 , 40 , 41"
Shoes UGG,W Mini Bailey Button II 1016422 W/Grey,Ä 185.00,Grey,Ugg,198905286,Flat,New,  product not in sale  ,not found,"36 , 37 , 38 , 39 , 40 , 41 , 42"
Shoes UGG,W Classic Mini II 1016222 W/Che,Ä 166.00,Brown,Ugg,198903930,Flat,New,  product not in sale  ,not found,"36 , 37 , 40 , 41 , 42"
Shoes KARINO,3946/066-P Green,Ä 102.00,Green,Karino,209210583,Block heel Platform,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40"
Shoes KARINO,3858/009-P Bordo,Ä 95.00,"Black, 
            Dark Red",Karino,209210361,Block heel Platform,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40"
Oxfords KARINO,3502/090-P Czarny/Lakier,Ä 88.00,Black,Karino,207769557,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40"
Boots KARINO,1828/005-P Rudy,Ä 95.00,Brown,Karino,198985615,not defined,New,  product not in sale  ,Fall/Winter,"38 , 39 , 40"
Shoes HISPANITAS,Adel HI211817 Black,Ä 112.00,Grey,Hispanitas,208861236,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 40"
Sandals TEVA,W Hurricane Drift 1102390 Wht,Ä 40.00,White,Teva,208124300,not defined,-40%,Ä 24.00,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Sandals TEVA,W Hurricane Xlt2 1019235 Vsns,Ä 75.00,Colourful,Teva,208124119,Flat,-31%,Ä 52.00,Spring/Summer,"36 , 37 , 39 , 40 , 41"
Sandals TEVA,Verra 1006263 Abml,Ä 75.00,"Black, 
            Colourful",Teva,206558619,Flat,-39%,Ä 46.00,Spring/Summer,"36 , 37 , 38 , 41"
Sandals TEVA,Original Universal 1003987 Black,Ä 60.00,Black,Teva,197757107,Flat,-45%,Ä 33.00,Spring/Summer,"36 , 37 , 40 , 41"
Hiking Boots REMONTE,D8671-15 Blau,Ä 79.95,Navy Blue,Remonte,209110906,Flat,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Ankle boots REMONTE,R5179-45 Grau,Ä 89.95,Grey,Remonte,209108644,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots REMONTE,R7994-25 Braun,Ä 74.95,Brown,Remonte,209108699,not defined,New,  product not in sale  ,Fall/Winter,"37 , 41"
Boots REMONTE,R2571-02 Schwarz,Ä 69.95,Black,Remonte,201572009,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41 , 42"
Slippers DR. BRINKMANN,320029 S Anthrazit 09,Ä 35.00,Grey,Dr. Brinkmann,208991124,not defined,New,  product not in sale  ,All year round,37
Slippers DR. BRINKMANN,320029 Rot 04,Ä 35.00,Red,Dr. Brinkmann,208991117,not defined,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39"
Slippers DR. BRINKMANN,320011 S Pistazie,Ä 35.00,Green,Dr. Brinkmann,208990707,not defined,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Slippers DR. BRINKMANN,340296 Blau 5,Ä 40.00,Navy Blue,Dr. Brinkmann,207465183,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267045 Be≈º/Be≈º,Ä 28.00,Beige,Panto Fino,208946506,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267032 Grey,Ä 28.00,Grey,Panto Fino,208946391,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267028 Granat/R√≥≈º,Ä 33.00,Navy Blue,Panto Fino,208946353,not defined,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267006 Black,Ä 19.00,Black,Panto Fino,208693080,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots WRANGLER,Jill Combat WL12712A Dk. Brown 030,Ä 119.90,Brown,Wrangler,209139976,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots WRANGLER,Alaska WL12520A Cream 182,Ä 99.90,Beige,Wrangler,209137309,not defined,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots WRANGLER,Courtney Chelsea WL12615A Black 062,Ä 69.90,Black,Wrangler,209137033,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots WRANGLER,Creek WL02500A Winter Rose 525,Ä 95.00,Pink,Wrangler,207385412,Flat,-27%,Ä 69.00,Fall/Winter,"36 , 37 , 38 , 39"
Ankle boots GOE,II2N4054 Yellow,Ä 85.00,Yellow,GOE,209089691,not defined,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots GOE,II2N4060 Black,Ä 85.00,Black,GOE,209089721,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38"
Ankle boots GOE,II2N4013 Off White,Ä 83.00,White,GOE,209089509,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Trainers GOE,GG2N3040 Gun/Silver,Ä 95.00,Silver,GOE,207712560,Flat,-51%,Ä 47.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Shoes SAGAN,3716 Bordowy Lakier Metalic,Ä 76.00,Dark Red,Sagan,207294677,not defined,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40"
Shoes SAGAN,4074 Niebieski WƒÖ≈º,Ä 66.00,Blue,Sagan,207115446,Block heel,-29%,Ä 47.00,All year round,"36 , 37 , 38 , 39"
Knee High Boots SAGAN,2597/1 Czarna Lycra/Czarny Lakier,Ä 83.00,Black,Sagan,197670970,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39"
Shoes SAGAN,2256 Navy Blue,Ä 76.00,Navy Blue,Sagan,191483606,not defined,New,  product not in sale  ,not found,"36 , 37 , 38 , 39 , 40"
Snow Boots SOREL,Whitney II Short Lace NL3820 Black 010,Ä 133.00,Black,Sorel,207589117,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39.5 , 41"
Snow Boots SOREL,Youth Cumberland NY1964 Deep Blush/Rouge Profond 684,Ä 71.00,Pink,Sorel,201581612,Flat,New,  product not in sale  ,Fall/Winter,"32 , 33 , 34 , 35 , 37 , 38 , 39"
Snow Boots SOREL,Glacy Explorer Shortie NL2079 Elk 286,Ä 155.00,Brown,Sorel,198668341,Flat,New,  product not in sale  ,Fall/Winter,"36 , 36.5 , 37 , 38 , 40 , 41 , 42"
Shoes SOREL,Newbie NL2148 Silver Sage 103,Ä 105.00,Grey,Sorel,197551743,Flat,New,  product not in sale  ,not found,"36 , 36.5 , 38 , 41 , 42"
Flip flops 4F,H4L21-KLD005 36S,Ä 7.00,Blue,4F,209298000,Flat,-29%,Ä 5.00,Spring/Summer,"36 , 37 , 38 , 39"
Slides 4F,H4L21-KLD001 62S,Ä 14.00,Red,4F,209297966,Flat,-14%,Ä 12.00,Spring/Summer,"37 , 38 , 39 , 40 , 41"
Slides 4F,HJL21-JKLM003 70N,Ä 9.00,Orange,4F,208785488,not defined,0%,  product not in sale  ,Spring/Summer,"32 , 33 , 34 , 35 , 36"
Sandals 4F,H4L21-SAD003 21S,Ä 31.00,Black,4F,208644044,Flat,-48%,Ä 16.00,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W0V-8610 Arcilla,Ä 150.00,Dark Red,Pikolinos,208653442,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Shoes PIKOLINOS,W9K-4985 Brandy,Ä 102.00,Brown,Pikolinos,206457301,Flat,-44%,Ä 57.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Shoes PIKOLINOS,W6B-6996 Nata,Ä 112.00,Beige,Pikolinos,206457035,Flat,-32%,Ä 76.00,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Boots PIKOLINOS,W9T-8594 Black,Ä 128.00,Black,Pikolinos,201252796,not defined,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots SALAMANDER,Pinnea 32-41719-04 Cognac,Ä 126.00,Brown,Salamander,208797535,not defined,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Oxfords SALAMANDER,Pina 32-12503-43 Bordo,Ä 112.00,Dark Red,Salamander,207647329,Flat,0%,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Sandals SALAMANDER,Lake 32-15501-43 Red/Grey,Ä 81.00,Red,Salamander,207026650,Flat,-27%,Ä 59.00,Spring/Summer,"36 , 37 , 38 , 40"
Boots SALAMANDER,Roky 32-42102-01 Black,Ä 107.00,Black,Salamander,201653586,not defined,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Slippers SANITAL-FLEX,Z23343 Gris,Ä 26.00,Grey,Sanital-Flex,209107029,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Slides SANITAL-FLEX,698 Safari,Ä 24.00,"Brown, 
            Colourful",Sanital-Flex,206645494,Wedge heel,0%,  product not in sale  ,Spring/Summer,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Slides SANITAL-FLEX,708 Bianco,Ä 21.00,White,Sanital-Flex,200045863,Wedge heel,0%,  product not in sale  ,Spring/Summer,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Slides SANITAL-FLEX,707 Blue,Ä 24.00,Navy Blue,Sanital-Flex,200046037,Wedge heel,0%,  product not in sale  ,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41 , 42"
Hiking Boots PIAZZA,960032 Schwarz 1,Ä 95.00,Black,Piazza,209208993,not defined,New,  product not in sale  ,Fall/Winter,"36 , 37 , 39 , 40"
Hiking Boots PIAZZA,960031 Khaki 7,Ä 95.00,Green,Piazza,209208979,not defined,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Shoes PIAZZA,850441 Braun 2,Ä 74.00,Brown,Piazza,207460256,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41 , 42"
Shoes PIAZZA,850408 Navy 5,Ä 66.00,Navy Blue,Piazza,207460225,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trekker Boots SALOMON,Outward Cswp J 412849 09 W0 Safari/Phantom/Warm Apricot,Ä 90.00,Brown,Salomon,208788212,Flat,New,  product not in sale  ,All year round,"32 , 34 , 35 , 36 , 37"
Trekker Boots SALOMON,X Ultra 4 Gtx W GORE-TEX 412896 23 V0 Black/Stormy Weather/Opal Blue,Ä 150.00,Black,Salomon,208742559,not defined,New,  product not in sale  ,All year round,"36 , 36 2/3 , 37 1/3 , 40"
